,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,127.7,133.10000000000002,273.1,192.5,155.6,136.40000000000003,162.1,207.79999999999998,200.10000000000002,156.50000000000003,184.00000000000003,150.3,138.10000000000002,177.20000000000002,187.0,303.2,167.70000000000002,184.9,133.70000000000002,181.49999999999997,137.9,225.3,237.4,198.4,155.9,200.20000000000002,134.8,145.70000000000002,151.29999999999998,155.50000000000003,142.10000000000002,150.3,159.9,175.20000000000002,214.3,215.0,173.8,166.60000000000002,169.90000000000003,149.0,229.2,159.9,129.2,162.5,215.99999999999997,203.30000000000004,199.3,150.20000000000002,198.8,186.6
1,184.20000000000002,177.7,94.4,135.8,113.2,138.50000000000003,132.7,181.2,109.3,97.1,77.80000000000001,106.80000000000001,141.9,113.0,130.0,106.80000000000001,117.8,130.6,174.7,155.4,139.3,189.5,159.89999999999998,100.1,82.30000000000001,104.3,124.4,119.2,128.4,106.50000000000001,118.50000000000001,106.4,112.40000000000002,126.2,87.4,130.9,111.60000000000001,145.5,177.2,98.4,125.9,101.7,142.4,139.70000000000002,142.6,130.20000000000002,155.0,115.20000000000002,118.4,134.6
2,61.300000000000004,79.80000000000001,79.9,64.60000000000001,91.2,73.60000000000001,66.3,78.1,58.0,78.8,72.20000000000002,93.70000000000002,66.4,75.60000000000001,103.80000000000001,91.7,65.80000000000001,70.6,78.40000000000002,83.10000000000001,65.4,79.5,72.5,46.800000000000004,97.9,63.0,112.60000000000001,66.10000000000001,56.300000000000004,62.800000000000004,60.2,81.2,70.3,69.2,64.0,52.4,95.19999999999999,79.5,96.0,65.4,81.10000000000001,49.400000000000006,69.80000000000001,82.5,62.60000000000001,71.60000000000001,56.1,66.5,88.9,90.10000000000001
3,52.300000000000004,64.9,58.1,54.00000000000001,57.1,48.300000000000004,56.2,89.5,71.1,35.5,40.8,61.1,51.0,59.00000000000001,43.300000000000004,58.10000000000001,59.0,52.0,55.0,56.50000000000001,57.3,48.800000000000004,46.60000000000001,40.2,49.10000000000001,69.0,52.6,45.7,53.2,57.900000000000006,37.5,44.300000000000004,77.8,72.60000000000001,40.5,71.80000000000001,62.50000000000001,52.1,45.400000000000006,52.800000000000004,51.7,61.5,63.5,55.6,81.2,46.6,52.8,48.0,66.0,40.9
4,53.10000000000001,50.800000000000004,33.0,43.5,59.60000000000001,51.300000000000004,44.5,69.4,71.6,31.8,37.300000000000004,56.0,51.099999999999994,45.7,38.2,43.6,50.5,90.6,48.00000000000001,34.5,33.7,32.1,41.2,36.7,34.50000000000001,40.0,41.3,32.900000000000006,47.00000000000001,37.2,48.8,50.400000000000006,41.1,33.6,37.0,41.800000000000004,38.400000000000006,34.6,31.700000000000003,64.9,47.400000000000006,36.3,60.50000000000001,37.6,40.400000000000006,38.900000000000006,36.0,52.6,55.00000000000001,55.1
5,28.400000000000002,41.400000000000006,27.6,29.1,39.6,31.9,46.4,41.800000000000004,49.8,34.400000000000006,43.900000000000006,40.400000000000006,45.0,30.0,40.900000000000006,46.0,32.5,26.3,36.8,87.80000000000001,38.1,42.7,36.0,30.300000000000004,39.800000000000004,34.800000000000004,41.900000000000006,30.5,43.50000000000001,26.8,34.400000000000006,43.800000000000004,28.000000000000004,51.80000000000001,53.300000000000004,37.1,48.10000000000001,53.300000000000004,40.3,32.3,30.6,37.0,41.900000000000006,31.900000000000002,45.300000000000004,31.6,39.7,32.8,45.6,40.7
6,24.5,25.900000000000002,19.8,27.800000000000004,28.5,28.4,23.0,23.0,24.400000000000002,30.8,27.800000000000004,40.6,36.8,27.300000000000004,27.8,29.800000000000004,31.700000000000003,35.2,33.6,21.5,27.800000000000004,26.8,24.8,34.8,31.4,30.9,32.7,28.3,39.2,24.200000000000003,35.3,23.8,39.0,25.6,33.800000000000004,34.400000000000006,31.700000000000003,43.70000000000001,40.400000000000006,32.2,26.5,30.1,22.3,29.0,42.1,29.800000000000004,31.200000000000003,29.500000000000004,26.6,33.6
7,26.3,25.700000000000003,35.7,39.900000000000006,23.5,21.0,17.1,23.700000000000003,26.200000000000003,27.900000000000002,34.0,33.6,34.800000000000004,26.1,20.3,28.000000000000004,26.8,25.0,35.6,29.0,22.1,19.1,23.700000000000003,29.400000000000002,21.900000000000002,24.900000000000002,22.8,21.200000000000003,27.200000000000003,50.3,31.1,34.300000000000004,26.700000000000003,51.7,18.400000000000002,27.5,20.6,28.300000000000004,20.400000000000002,21.900000000000002,20.500000000000004,32.900000000000006,27.700000000000003,29.1,27.0,22.400000000000002,69.2,30.5,31.3,24.0
8,24.6,19.400000000000002,23.5,27.5,27.8,22.8,18.2,30.3,22.3,32.0,22.1,17.5,18.1,23.1,32.300000000000004,16.2,25.200000000000003,23.700000000000003,20.900000000000002,26.4,19.0,24.7,22.3,14.4,21.3,33.2,29.8,22.200000000000003,28.700000000000003,34.1,33.1,28.9,22.400000000000002,25.5,20.400000000000002,28.200000000000003,26.900000000000002,28.3,19.6,32.4,65.80000000000001,34.4,38.2,23.2,21.0,28.3,40.800000000000004,24.6,27.3,27.400000000000002
9,22.700000000000003,28.0,21.6,14.5,14.8,41.9,30.000000000000004,29.300000000000004,26.1,23.300000000000004,15.700000000000001,41.2,18.5,25.800000000000004,28.3,21.3,26.6,16.900000000000002,22.5,19.0,22.200000000000003,22.400000000000002,19.900000000000002,28.3,26.200000000000003,21.1,23.3,22.5,23.800000000000004,17.900000000000002,21.3,20.6,18.8,24.0,35.400000000000006,26.400000000000002,14.8,17.900000000000002,18.3,34.900000000000006,26.400000000000002,17.400000000000002,23.200000000000003,16.1,33.6,18.8,24.700000000000003,24.0,17.6,21.5
10,17.5,27.400000000000002,19.5,22.900000000000002,18.400000000000002,18.6,18.5,26.300000000000004,20.900000000000002,20.3,14.4,17.5,18.8,12.600000000000001,22.0,22.3,29.1,14.700000000000001,17.400000000000002,23.700000000000003,22.3,22.8,33.400000000000006,16.3,21.7,22.5,18.2,20.7,25.700000000000003,17.6,27.3,29.3,22.0,23.200000000000003,12.4,16.3,19.900000000000002,18.900000000000002,13.600000000000001,13.3,20.2,20.1,29.1,14.3,23.8,22.8,26.6,17.6,25.6,24.1
